,이름,팀,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,피안타,피2루,피3루,피홈런,볼넷,고의사구,사구,탈삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR,WPA,birth,pid
144,최승용,21두,15,0,0,2,0,0,0,2,18.1,10,8,83,20,3,1,3,10,0,1,16,0,0,3.93,5.51,1.64,109.8,77.2,0.11,-0.27,2001-05-11,20275
200,최영환,21롯,20,0,0,7,1,2,0,0,40.2,30,28,181,45,10,0,4,24,0,2,28,0,4,6.20,5.15,1.70,73.3,86.7,-0.05,-0.58,1992-02-20,20276
278,최용준,21K,3,0,0,2,0,1,0,0,6.1,10,10,39,11,4,1,3,7,0,1,6,0,0,14.21,11.39,2.84,31.3,38.7,-0.40,-0.41,2001-12-19,20277
9,최원준,21두,29,0,0,29,12,4,0,0,158.1,65,58,673,160,31,4,15,37,1,10,113,0,0,3.30,4.01,1.24,130.8,107.1,4.16,1.17,1994-12-21,20278
85,최원태,21키,28,0,0,28,9,11,0,0,143.1,89,73,643,163,21,3,11,53,2,10,93,0,3,4.58,4.31,1.51,96.7,100.8,0.55,-0.71,1997-01-07,20279
180,최정용,21K,1,0,0,0,0,0,0,0,0.1,0,0,2,1,0,1,0,0,0,0,0,0,0,0.00,3.33,3.00,,133.6,0.01,-0.00,1996-10-24,20280
39,최준용,21롯,44,0,0,0,4,2,1,20,47.1,16,15,195,41,7,0,6,16,3,1,45,0,1,2.85,3.97,1.20,159.4,112.5,1.94,2.28,2001-10-10,20281
99,최지광,21삼,60,0,0,0,7,1,0,14,51.1,30,28,231,53,11,2,5,27,0,2,49,0,2,4.91,4.38,1.56,91.9,102.9,0.35,0.15,1998-03-13,20282
46,최채흥,21삼,26,1,0,20,5,9,0,2,122.1,66,62,538,143,21,2,16,37,1,2,82,1,4,4.56,4.62,1.47,99.0,98.3,1.55,-0.37,1995-01-22,20283
168,추재현,21롯,1,0,0,0,0,0,0,0,1.0,0,0,4,0,0,0,0,2,0,0,0,0,0,0.00,9.33,2.00,,47.8,0.04,0.00,1999-02-22,20284
36,카펜터,21한,31,0,0,30,5,12,0,0,170.0,90,75,746,150,21,3,16,72,0,19,179,1,7,3.97,4.06,1.31,110.3,109.7,2.02,0.53,1990-08-22,20285
3,켈리,21L,30,0,0,30,13,8,0,0,177.0,64,62,744,160,25,0,12,60,3,11,142,1,7,3.15,3.76,1.24,136.8,115.1,4.97,1.61,1989-10-04,20286
38,쿠에바스,21K,23,1,1,23,9,4,0,0,133.1,68,61,580,131,21,3,11,51,0,3,137,0,6,4.12,3.57,1.37,109.1,124.8,1.94,0.02,1990-10-14,20287
15,킹엄,21한,25,0,0,25,10,8,0,0,144.0,58,51,591,117,22,0,11,41,1,5,131,2,4,3.19,3.44,1.10,137.4,129.2,3.72,1.60,1991-11-08,20288
14,파슨스,21N,24,1,0,24,4,8,0,0,133.0,56,55,577,109,16,2,9,63,0,11,148,1,10,3.72,3.66,1.29,122.0,123.3,3.73,0.50,1992-09-06,20289
23,폰트,21S,26,0,0,26,8,5,0,0,145.2,66,56,604,114,22,1,12,45,1,6,157,1,2,3.46,3.28,1.09,129.7,139.2,2.95,0.56,1990-05-24,20290
77,프랑코,21롯,37,0,0,27,9,8,0,1,150.0,97,90,677,147,31,2,20,75,0,20,124,1,6,5.40,5.31,1.48,84.2,84.1,0.76,-1.27,1992-12-29,20291
111,하재훈,21S,18,0,0,0,1,0,0,2,18.0,8,8,88,16,0,1,1,16,2,3,8,0,2,4.00,6.00,1.78,112.2,75.2,0.30,-0.11,1990-10-29,20292
217,하준호,21K,10,0,0,0,0,0,0,0,12.0,10,9,56,16,1,1,2,6,0,0,10,0,1,6.75,5.33,1.83,66.5,83.1,-0.11,-0.20,1989-04-29,20293
246,한승혁,21롯,7,0,0,0,0,0,0,0,4.0,6,6,25,6,1,0,1,5,0,1,5,0,2,13.50,8.58,2.75,33.7,52.1,-0.19,-0.21,1996-05-20,20294
146,한승혁,21K,8,0,0,5,0,3,0,0,23.2,15,12,103,25,5,1,0,10,0,2,17,0,2,4.56,3.42,1.48,97.4,131.4,0.09,-0.33,1993-01-03,20295
253,한차현,21K,3,0,0,0,0,0,0,0,3.2,8,8,23,10,0,0,3,2,0,0,3,0,0,19.64,13.97,3.27,22.9,31.6,-0.22,0.00,1998-11-30,20296
49,한현희,21키,18,0,0,15,6,2,0,1,85.2,42,37,372,86,20,0,4,30,0,6,61,0,3,3.89,3.78,1.35,114.1,115.7,1.39,0.47,1993-06-25,20297
127,함덕주,21L,16,0,0,3,1,2,0,1,21.0,11,10,98,20,2,1,2,13,1,3,18,0,2,4.29,5.00,1.57,100.6,86.3,0.20,-0.43,1995-01-13,20298
259,허윤동,21삼,1,0,0,1,0,1,0,0,3.2,6,5,22,8,2,0,1,1,0,1,3,0,0,12.27,6.88,2.46,36.8,66.8,-0.25,-0.38,2001-06-19,20299
277,현도훈,21두,5,0,0,2,0,0,0,0,8.2,12,12,46,9,1,0,1,13,0,0,9,0,1,12.46,7.26,2.54,34.6,59.7,-0.40,-0.29,1993-01-13,20300
26,홍건희,21두,65,0,0,0,6,6,3,17,74.1,23,23,303,65,11,0,3,27,0,0,82,1,7,2.78,2.74,1.24,154.9,158.9,2.92,0.60,1992-09-29,20301
197,홍민기,21롯,1,0,0,0,0,0,0,0,0.1,1,1,3,0,0,0,0,2,0,0,0,0,0,27.00,21.33,6.00,16.8,20.9,-0.04,-0.01,2001-07-20,20302
89,홍상삼,21K,49,0,0,0,4,1,0,12,36.0,19,19,160,33,9,0,6,19,2,3,33,0,3,4.75,5.33,1.44,93.6,82.8,0.51,0.40,1990-02-13,20303
68,홍성민,21N,53,0,0,0,3,4,0,14,41.1,19,18,185,53,9,0,3,12,1,2,26,1,2,3.92,3.96,1.57,115.8,113.7,0.95,-0.06,1989-07-15,20304
108,홍정우,21삼,15,0,0,0,2,0,0,0,15.2,6,6,64,14,3,1,3,4,0,0,12,0,1,3.45,5.06,1.15,131.0,90.5,0.31,-0.22,1996-03-16,20305
203,황영국,21한,18,0,0,0,0,2,0,2,14.2,10,9,71,16,1,0,0,10,0,1,15,0,2,5.52,3.54,1.77,79.3,126.2,-0.06,-0.60,1995-12-26,20306
192,황윤호,21K,1,0,0,0,0,0,0,0,0.2,1,0,4,2,0,0,0,0,0,0,0,0,0,0.00,3.33,3.00,,133.6,-0.02,0.00,1993-09-22,20307
